Date,Close
2020-12-24,661.77
2020-12-28,663.69
2020-12-29,665.99
2020-12-30,694.78
2020-12-31,705.67
2021-01-04,729.77
2021-01-05,735.11
2021-01-06,755.98
2021-01-07,816.04
2021-01-08,880.02
2021-01-11,811.19
2021-01-12,849.44
2021-01-13,854.41
2021-01-14,845
2021-01-15,826.16
2021-01-19,844.55
2021-01-20,850.45
2021-01-21,844.99
2021-01-22,846.64
2021-01-25,880.8
2021-01-26,883.09
2021-01-27,864.16
2021-01-28,835.43
2021-01-29,793.53
2021-02-01,839.81
2021-02-02,872.79
2021-02-03,854.69
2021-02-04,849.99
2021-02-05,852.23
2021-02-08,863.42
2021-02-09,849.46
2021-02-10,804.82
2021-02-11,811.66
2021-02-12,816.12
2021-02-16,796.22
2021-02-17,798.15
2021-02-18,787.38
2021-02-19,781.3
2021-02-22,714.5
2021-02-23,698.84
2021-02-24,742.02
2021-02-25,682.22
2021-02-26,675.5
2021-03-01,718.43
2021-03-02,686.44
2021-03-03,653.2
2021-03-04,621.44
2021-03-05,597.95
2021-03-08,563
2021-03-09,673.58
2021-03-10,668.06
2021-03-11,699.6
2021-03-12,693.73
2021-03-15,707.94
2021-03-16,676.88
2021-03-17,701.81
2021-03-18,653.16
2021-03-19,654.87
2021-03-22,670
2021-03-23,662.16
2021-03-24,630.27
2021-03-25,640.39
2021-03-26,618.71
2021-03-29,611.29
2021-03-30,635.62
2021-03-31,667.93
2021-04-01,661.75
2021-04-05,691.05
2021-04-06,691.62
2021-04-07,670.97
2021-04-08,683.8
2021-04-09,677.02
2021-04-12,701.98
2021-04-13,762.32
2021-04-14,732.23
2021-04-15,738.85
2021-04-16,739.78
2021-04-19,714.63
2021-04-20,718.99
2021-04-21,744.12
2021-04-22,719.69
2021-04-23,729.4
2021-04-26,738.2
2021-04-27,704.74
2021-04-28,694.4
2021-04-29,677
2021-04-30,709.44
2021-05-03,684.9
2021-05-04,673.6
2021-05-05,670.94
2021-05-06,663.54
2021-05-07,672.37
2021-05-10,629.04
2021-05-11,617.2
2021-05-12,589.89
2021-05-13,571.69
2021-05-14,589.74
2021-05-17,576.83
2021-05-18,577.87
2021-05-19,563.46
2021-05-20,586.78
2021-05-21,580.88
2021-05-24,606.44
2021-05-25,604.69
2021-05-26,619.13
2021-05-27,630.85
2021-05-28,625.22
2021-06-01,623.9
2021-06-02,605.12
2021-06-03,572.84
2021-06-04,599.05
2021-06-07,605.13
2021-06-08,603.59
2021-06-09,598.78
2021-06-10,610.12
2021-06-11,609.89
2021-06-14,617.69
2021-06-15,599.36
2021-06-16,604.87
2021-06-17,616.6
2021-06-18,623.31
2021-06-21,620.83
2021-06-22,623.71
2021-06-23,656.57
2021-06-24,679.82
2021-06-25,671.87
2021-06-28,688.72
2021-06-29,680.76
2021-06-30,679.7
2021-07-01,677.92
2021-07-02,678.9
2021-07-06,659.58
2021-07-07,644.65
2021-07-08,652.81
2021-07-09,656.95
2021-07-12,685.7
2021-07-13,668.54
2021-07-14,653.38
2021-07-15,650.6
2021-07-16,644.22
2021-07-19,646.22
2021-07-20,660.5
2021-07-21,655.29
2021-07-22,649.26
2021-07-23,643.38
2021-07-26,657.62
2021-07-27,644.78
2021-07-28,646.98
2021-07-29,677.35
2021-07-30,687.2
